lr,weight_decay,droprate,numLayer_Res,AUC,F1,Weighted_Score,Trial
8.165315923148196e-05,4.246014496669813e-05,0.4303187359932702,1,0.7845959595959595,0.26461769115442274,0.5766046522193449,18
2.5632662614731955e-05,0.00026924249673115414,0.49683736258851785,1,0.7939898989898989,0.31616161616161614,0.6028585858585858,19
1.4013908554564858e-05,1.8235181338158476e-05,0.37129621862758816,0,0.8168181818181818,0.3690865780627352,0.6377255403160031,20
1.0310601609687267e-05,3.937957162810635e-05,0.320479210286747,1,0.8180808080808081,0.4064222683351149,0.6534173921825308,21
2.011263005343364e-05,3.674168612644236e-05,0.3104470086721035,1,0.8052525252525252,0.33867557798540543,0.6186217463456773,22
1.4581099300887566e-05,1.6693005432129008e-05,0.38619679354820147,1,0.8161111111111111,0.33768561187916024,0.6247409114183308,23
1.0260782276543651e-05,5.040968814200792e-05,0.3481349548206174,1,0.8186363636363637,0.4064222683351149,0.6537507255158642,24
2.4377293984909777e-05,0.00017252199726801627,0.3416421892904149,1,0.801010101010101,0.30482384823848235,0.6025355999014534,25
1.5770753922155496e-05,1.0857288357948679e-05,0.423447276082184,1,0.8125757575757575,0.33768561187916024,0.6226196992971186,26
4.0194373004670555e-05,5.673511774035617e-05,0.34883733118052473,1,0.790050505050505,0.3759401709401709,0.6244063714063713,27
6.232834561856197e-05,2.2331027840053735e-05,0.4507605226593545,1,0.7732323232323233,0.34419354838709676,0.6016168132942327,28
0.0004609321340508699,0.0003225556600854731,0.29106314505864894,0,0.7445959595959596,0.20229885057471264,0.5276771159874608,29
2.8237010008021847e-05,1.3196382324611605e-05,0.37695553747853017,1,0.8006060606060607,0.30482384823848235,0.6022931756590293,30
1.0128084044821196e-05,4.0655161295938285e-05,0.2807521692938719,1,0.8156565656565656,0.43056420475775314,0.6616196212970407,31
1.2511154186375431e-05,5.1418542763809816e-05,0.27513530530987595,1,0.8170202020202021,0.38086021505376344,0.6425562072336266,32
1.221758369202614e-05,9.336215263744623e-05,0.35597962966563046,1,0.8170707070707071,0.38086021505376344,0.6425865102639297,33
2.016668053805085e-05,0.0001424141418026363,0.29643167538774506,1,0.7971717171717172,0.33768561187916024,0.6133772750546944,34
0.00014334564263021775,2.1134102264742035e-05,0.40987522651159514,1,0.7884343434343434,0.20229885057471264,0.5539801462904911,35
1.0089798641770192e-05,2.9335327070048335e-05,0.3415708052992338,1,0.8166666666666668,0.43056420475775314,0.6622256819031014,36
1.305202057390919e-05,1.371933420210005e-05,0.24796563939872932,0,0.8204545454545454,0.38086021505376344,0.6446168132942327,37
2.074125822062895e-05,2.9341331193442912e-05,0.204482527265607,1,0.802020202020202,0.3401010708163583,0.6172525495386645,38
0.00012087071875413768,1.594130547796847e-05,0.22588334309431427,1,0.7691919191919192,0.31111556356998155,0.5859613769431441,39
0.0003076179760428103,7.585741017546246e-05,0.2736300090661027,1,0.7430555555555555,0.24741669569255775,0.5448000116103564,40
1.165810634312813e-05,4.873432269837594e-05,0.3386875855760151,1,0.8141919191919191,0.41212458286985537,0.6533649846630936,41
1.0001165777022526e-05,2.786319735781329e-05,0.3810391871626992,1,0.8171717171717171,0.43056420475775314,0.6625287122061315,42
1.707849516939667e-05,2.5075392735633548e-05,0.3887331618295706,1,0.8157070707070707,0.33867557798540543,0.6248944736184046,43
1.3296042495013003e-05,3.307328802315851e-05,0.3661880326701848,1,0.8165151515151514,0.36393713813068657,0.6354839461613655,44
1.0040605906717025e-05,1.038462924672514e-05,0.38005667561691525,1,0.8158080808080808,0.4064222683351149,0.6520537558188944,45
1.728051155212175e-05,1.975453851212204e-05,0.4065092094295395,1,0.8112121212121212,0.3401010708163583,0.622767701053816,46
1.247633459893494e-05,1.3555404545141748e-05,0.4442574509966728,0,0.8161111111111111,0.33752688172043016,0.6246774193548387,47
3.235889235851427e-05,2.3855088120830424e-05,0.3019367555800993,1,0.793888888888889,0.3570395522857323,0.6191491542476263,48
1.498832681125626e-05,6.601339561355474e-05,0.36518545286339255,1,0.8119191919191918,0.33867557798540543,0.6226217463456772,49
